S119,PUSHED TO GROUND,Use of Force,ON,CITIZEN,
S120,PUSHED TO GROUND,Use of Force,OFF,CITIZEN,
S121,HANDCUFF TOO TIGHT,Use of Force,ON,CITIZEN,
S122,HANDCUFF TOO TIGHT,Use of Force,OFF,CITIZEN,
S123,TWISTED EXTREMITIES (WRIST/ARM/LEG),Use of Force,ON,CITIZEN,
S124,TWISTED EXTREMITIES (WRIST/ARM/LEG),Use of Force,OFF,CITIZEN,
S125,MISCELLANEOUS,Use of Force,ON,CITIZEN,
S126,MISCELLANEOUS,Use of Force,OFF,CITIZEN,
S128,ACCIDENT - FATAL,Unknown,ON,CITIZEN,
S130,ACCIDENT - INJURY,Unknown,ON,CITIZEN,
S132,ACCIDENT - NO INJURY,Unknown,ON,CITIZEN,
S133,MONEY - FAILED TO INVENTORY,Money / Property,ON,DEPT,
S134,PROPERTY - FAILED TO INVENTORY,Money / Property,ON,DEPT,
S135,PROPERTY - FAILED TO ISSUE RECEIPT,Money / Property,ON,DEPT,
S144,CITATION,Traffic,ON,DEPT,
S151,TRAFFIC CRASH REPORT,Traffic,ON,DEPT,
S158,UNAUTHORIZED WEAPON,Unknown,OFF,DEPT,
S159,LOST / STOLEN WEAPON,Unknown,OFF,DEPT,
S160,FAILURE TO REGISTER,Unknown,OFF,DEPT,
S162,OTHER,Unknown,OFF,DEPT,
S164,FEDERAL,Unknown,OFF,DEPT,
S168,WRONG AMMUNITION,Unknown,OFF,DEPT,
S170,LOST / STOLEN WEAPON,Unknown,OFF,DEPT,
S171,FAILURE TO REGISTER,Unknown,OFF,DEPT,
S173,OTHER,Unknown,OFF,DEPT,
S174,MISSING MONEY,Money / Property,ON,DEPT,
S175,MISSING PROPERTY,Money / Property,ON,DEPT,
S176,MISSING BOTH,Money / Property,ON,DEPT,
S178,ACCIDENT - PROPERTY DAMAGE,Operation/Personnel Violations,ON,DEPT,
S179,WITH KEYS,Operation/Personnel Violations,ON,DEPT,
S180,WITHOUT KEYS,Operation/Personnel Violations,ON,DEPT,
S181,STREET,Operation/Personnel Violations,ON,DEPT,
S182,FACILITY,Operation/Personnel Violations,ON,DEPT,
S183,VEHICLE,Operation/Personnel Violations,ON,DEPT,
S184,MONEY - FAILED TO ISSUE RECEIPT,Money / Property,ON,DEPT,
S185,CONTEMPT,Criminal Misconduct,ON,DEPT,
S188,SEXUAL HARASSMENT,Unknown,ON,DEPT,
S189,RACIAL,Unknown,ON,DEPT,
S190,AGEISM,Unknown,ON,DEPT,
S191,SEXUAL ORIENTATION,Unknown,ON,DEPT,
S192,GENDER,Unknown,ON,DEPT,
S193,HOSTILE WORK ENVIRONMENT,Unknown,ON,DEPT,
S194,FAIL TO SUBMIT,Operation/Personnel Violations,ON,DEPT,
S195,IMPROPER,Operation/Personnel Violations,ON,DEPT,
S196,FALSE,Operation/Personnel Violations,ON,DEPT,
S197,ACCIDENT - FATAL,Unknown,ON,DEPT,
S198,ACCIDENT - INJURY,Unknown,ON,DEPT,
S201,AMPHETAMINES,Drug / Alcohol Abuse,ON,?,
S211,BENZODIAZEPINE,Drug / Alcohol Abuse,ON,?,
S212,BENZODIAZEPINE,Drug / Alcohol Abuse,ON,?,
S221,OPIATE,Drug / Alcohol Abuse,ON,?,
S224,OPIATE,Drug / Alcohol Abuse,ON,?,
S232,PROPOXYPHENE,Drug / Alcohol Abuse,ON,?,
S233,MARIJUANA,Drug / Alcohol Abuse,ON,?,
S236,MARIJUANA,Drug / Alcohol Abuse,ON,?,
S237,COCAINE,Drug / Alcohol Abuse,ON,?,
S240,COCAINE,Drug / Alcohol Abuse,ON,?,
S244,OTHER,Drug / Alcohol Abuse,ON,?,
S245,TIMELY NOTIFICATION TO UNIT,Medical,ON,DEPT,
S246,FAILURE TO APPEAR AT MSS,Medical,ON,DEPT,
S247,FAILURE TO PROVIDE PROPER DOCUMENTATION,Medical,ON,DEPT,
S248,NOT AT HOME,Medical,ON,DEPT,
S249,FIREARM DISCHARGE WITH HITS - HANDGUN,Use of Force,ON,CITIZEN,
S250,FIREARM DISCHARGE WITH HITS - SHOTGUN,Use of Force,ON,CITIZEN,
S251,FIREARM DISCHARGE WITH HITS - RIFLE / ASSAULT WEAPON,Use of Force,ON,CITIZEN,
S252,FIREARM DISCHARGE WITH HITS - MISCELLANEOUS FIREARM,Use of Force,ON,CITIZEN,
S253,FIREARM DISCHARGE WITH HITS - HANDGUN,Use of Force,ON,CITIZEN,
S259,DUI-NO ACCIDENT,Drug / Alcohol Abuse,ON,?,
S261,NON ARRESTEE,Unknown,ON,DEPT,
S262,FAILURE TO RECEIVE APPROVAL FOR TRAVEL,Medical,ON,DEPT,
S263,MISREPRESENTATION OF INJURY,Medical,ON,DEPT,
S914,DISABILITY,Medical,ON,DEPT,
