investigator_id,investigator_name,rank,unit,discipline_count
578,"HIGHTOWER, RENELL",POLICE OFFICER,121,2
579,"HILL, CHANTELLE",INVESTIGATOR I IPRA,113,0
580,"HILL, RODNEY",,,0
581,"HILLER, RANDALL",,,0
582,"HINKSON, DENNIS",,,0
583,"HINTON, DENNIS",POLICE OFFICER,121,0
584,"HIRSCH, STEVEN",,,0
585,"HITIRIS, EVANGELOS",SERGEANT OF POLICE,019,0
586,"HITNEY, CHRISTINE",,,0
587,"HITT, MARK",SUPERVISING INV IPRA,113,1
588,"HLAVATY, DOREEN",,,0
589,"HOFFMAN, GREGORY",,,0
590,"HOFFMAN, JEROME",,,0
591,"HOFFMANN, JEFFREY",LIEUTENANT OF POLICE,016,0
592,"HOLLER, JOEL",,,0
593,"HOLMEN, DONALD",LIEUTENANT OF POLICE,024,0
594,"HOLT, ELGIN",LIEUTENANT OF POLICE,620,0
595,"HOLY, BRYAN",,,0
596,"HOOVER, TERRY",SERGEANT OF POLICE,002,0
597,"HORTON, THOMAS",,,0
598,"HOWARD, JOEL",,,0
599,"HOWARD, RICHARD",SERGEANT OF POLICE,384,0
600,"HOY, LARRY",SERGEANT OF POLICE,012,0
601,"HUFFMAN, SHARON",,,0
602,"HUGHES, FRED",SERGEANT OF POLICE,211,0
603,"HUGHES, JEFFREY",SERGEANT OF POLICE,010,0
604,"HUNT, JOSHUA",SUPERVISING INV IPRA,113,0
605,"HUNTER, MICHAEL",,,0
606,"HURLEY, EDWARD",,,0
607,"HUSSEY, THOMAS",SERGEANT OF POLICE,014,0
608,"INTERRANTE, CARL",,,0
609,"INZERRA, MAURIZIO",,,0
610,"IRVIN, YOLANDA",,,0
611,"ISAKSON, ROY",SERGEANT OF POLICE,019,0
612,"IZA, DEBBIE",,,0
613,"JACKSON, ANGELA",INVESTIGATOR I IPRA,113,0
614,"JACKSON, DAWN",,,1
615,"JACKSON, ERIC",,,0
616,"JACKSON, GREGORY",,,0
617,"JACKSON, ROBERT",SERGEANT OF POLICE,010,0
618,"JACOBSON, MARIA",SERGEANT OF POLICE,180,0
619,"JAMES, VINCENT",,,0
620,"JANECZKO, KENNETH",SERGEANT OF POLICE,009,1
621,"JANKO, EDWARD",,,0
622,"JANKOWSKI, PAUL",,,0
623,"JANOPOULOS, JASON",,,0
624,"JASICA, SHANNON",SERGEANT OF POLICE,022,0
625,"JASKE, PAUL",,,0
626,"JASKI, WILLIAM",LIEUTENANT OF POLICE,017,0
627,"JEFFERSON, SHERMAN",SERGEANT OF POLICE,009,0
628,"JEROME, DON",,,0
629,"JESSANI, AMIN",SERGEANT OF POLICE,189,0
630,"JETEL, MICHAEL",,,0
631,"JOHNSON, ALLYSON",,,0
632,"JOHNSON, BRIAN",SERGEANT OF POLICE,006,0
633,"JOHNSON, DWAYNE",SERGEANT OF POLICE,543,1
634,"JOHNSON, KENNETH",,,0
635,"JOHNSON, KEVIN",,,0
636,"JOHNSON, PEGGY",,,0
637,"JOHNSON, TERRENCE",PO AS DETECTIVE,121,0
638,"JOINTER, MAUDESSIE",SERGEANT OF POLICE,003,0
639,"JONES JR, DONALD",,,0
640,"JONES, ALVIN",,,0
641,"JONES, DONALD",,,0
642,"JONES, JESSICA",,,0
643,"JONES, MICHAEL",,,0
644,"JONES, ROSEZITA",SERGEANT OF POLICE,012,0
645,"JONES, VINCENT",INVESTIGATOR 2 IPRA,113,1
646,"JORDAN, TYRONE",,,0
647,"JOYCE, ELIZABETH",,,0
648,"JOYCE, MICHAEL",,,0
649,"JOYCE, SHAWN",,,0
650,"JOZEFOWICZ, HARRY",LIEUTENANT OF POLICE,005,0
651,"JUGO, STEVEN",,,0
652,"JURCZYKOWSKI, ROBERT",,,0
653,"JUSKA, MARK",,,0
654,"KACZYNSKI, JASON",,,0
655,"KADUS, ANDREW",,,0
656,"KALANTZIS, TOM",INVESTIGATOR I IPRA,113,0
657,"KAMALICK, DENNIS",INVESTIGATOR I IPRA,113,0
658,"KANE III, ROBERT",,,0
659,"KANE, BRIAN",SERGEANT OF POLICE,015,0
660,"KANE, JAMIE",,,0
661,"KANE, PAUL",,,0
662,"KAPA, CHRISTOPH",LIEUTENANT OF POLICE,004,0
663,"KAPPEL, WILLIAM",,,0
664,"KARPIEL, TIMOTHY",,,0
665,"KASPUT, MATTHEW",,,0
666,"KAUFMANN, ANTHONY",,,0
667,"KAUP JR, EDWIN",,,0
668,"KAUPERT, WILLIAM",,,0
669,"KEANE, THOMAS",,,0
670,"KEARNEY, RICHARD",,,0
671,"KEARNS, MARK",SERGEANT OF POLICE,011,0
672,"KEEFE, KEVIN",,,0
673,"KEENAN, STEPHEN",SERGEANT OF POLICE,003,0
674,"KEETER, JOSEPH",,,0
675,"KELENYI, ROBERT",,,0
676,"KELLER, HANS",,,0
677,"KELLY, LUKE",,,0
678,"KELLY, MICHAEL",,,0
679,"KELLY, RICHARD",,,0
680,"KEMPER, JANET",,,0
681,"KENDZIOR, KEVIN",,,1
682,"KENNEDY, BRIAN",SERGEANT OF POLICE,003,0
683,"KENNEDY, MATTHEW",,,0
684,"KENNEDY, MICHAEL",,,0
685,"KENNEDY, SHAWN",SERGEANT OF POLICE,129,3
686,"KENNEDY, TIMOTHY",,,0
687,"KERO, ROBERT",,,0
688,"KETTERING, DENNIS",SERGEANT OF POLICE,022,0
689,"KIELBASA, CHARMANE",,,2
690,"KILLEN, BRIAN",INVESTIGATOR 3 IPRA,113,1
691,"KILROY JR, WILLIAM",LIEUTENANT OF POLICE,189,0
692,"KILROY, WILLIAM",,,0
693,"KIMBLE, RONALD",,,0
694,"KING, ROBERT",SERGEANT OF POLICE,011,0
695,"KINGSLEY, DALE",,,0
696,"KING-SMITH, CRYSTAL",,,0
697,"KINNANE, BRIAN",SERGEANT OF POLICE,211,0
698,"KINNEY, DAVID",,,0
699,"KINZIE, SCOTT",,,1
700,"KLAMERUS, EUGENE",,,0
701,"KLICHOWSKI, GREGORY",,,0
702,"KLIMAS, ROBERT",COMMANDER,121,0
703,"KNEZEVIC, DANIEL",,,1
704,"KNUDSON, DOROTHY",SERGEANT OF POLICE,012,2
705,"KOBEL, DANIEL",INVESTIGATOR I IPRA,113,0
706,"KOCH, GERALD",,,0
707,"KOCHAN, MARK",,,0
708,"KOCHANNY, PETER",SERGEANT OF POLICE,006,0
709,"KOENIG, DAVID",,,0
710,"KOHNEN, ROBERT",,,0
711,"KOLASA, MATTHEW",SERGEANT OF POLICE,022,0
712,"KOLASA, MICHAEL",,,0
713,"KOLODZIEJ, JAMES",,,0
714,"KONAGEL, COLLEEN",,,0
715,"KONOW, KAREN",,,0
716,"KONOW, STEVEN",,,0
717,"KONTIL, PETER",,,0
718,"KOWALSKI, DAVID",,,2
719,"KRAFT, STACY",,,0
720,"KRISTOVIC, DAVID",,,0
721,"KROK, KENNETH",,,0
722,"KROSKI, DONALD",,,0
723,"KUBIK, JAMES",,,0
724,"KUJAWA, CAROLYN",,,1
725,"KULBIDA, EDWARD",,,0
726,"KUSAR, JOSEPH",SERGEANT OF POLICE,011,0
727,"KUSINSKI, PAUL",,,0
728,"KUSINSKI, TIMOTHY",SERGEANT OF POLICE,606,0
729,"KUYKENDOLL, ANITA",INVESTIGATOR 3 IPRA,113,0
730,"KWASINSKI, PHILIP",,,2
731,"LABBE, JAMES",,,0
732,"LAJEWSKI, ROBERT",,,0
733,"LAMB JR, THOMAS",,,1
734,"LAMBERG, MARK",SERGEANT OF POLICE,121,0
735,"LAMBERT, JOHN",SERGEANT OF POLICE,012,0
736,"LAMBERTY, CHARLES",,,0
737,"LAMEKA, KEVIN",,,0
738,"LAMEKA, MARGARET",,,0
739,"LAMPERIS, DIMITRIOS",,,0
740,"LANE, MARIE",,,0
741,"LAPITAN, WILFREDO",,,0
742,"LARA, ILDEFONSO",,,0
743,"LARSON, ROBERT",,,0
744,"LASCH, ALAN",,,0
745,"LAUFER, JAMES",,,0
746,"LAVOY, JAMES",,,1
747,"LAWLER, ROBERT",,,0
748,"LAZZARO, MICHAEL",,,0
749,"LEE PALMER, PATRICK",SERGEANT OF POLICE,003,0
750,"LEE, ALLEN",,,0
751,"LEE, JOHN",,,0
752,"LEE, WILLIAM",,,0
753,"LEIBAS SR, PHILLIP",LIEUTENANT OF POLICE,010,1
754,"LELAND, THOMAS",SERGEANT OF POLICE,012,0
755,"LERCH, WILLIAM",,,0
756,"LERMA, FALSINO",,,1
757,"LERNER, ELIZABETH",,,0
758,"LESLIE, ROSS",SERGEANT OF POLICE,015,0
759,"LESNER, STEVEN",,,0
760,"LETT, KELVIN",INVESTIGATOR 2 IPRA,113,1
761,"LEWANDOWSKI, KENNETH",,,0
762,"LEWIS, ANNE",SERGEANT OF POLICE,022,0
763,"LEWIS, MATT",,,0
764,"LEWISON, JOHN",,,0
765,"LEWISON, KELLY",,,0
766,"LINAS, MELINDA",,,0
767,"LINNANE, THOMAS",,,0
768,"LIPINSKI, TINA",SERGEANT OF POLICE,002,0
769,"LIPMAN, MATTHEW",,,0
770,"LISOWSKI, JOSEPH",SERGEANT OF POLICE,015,0
771,"LISS, WENDI",,,3
772,"LITTLE, MATTHEW",,,0
773,"LIZCANO, HENRY",SERGEANT OF POLICE,001,1
774,"LOCKARD, DANIEL",,,0
775,"LOMBARD, RICHARD",,,0
776,"LONG, CHARLES",,,0
777,"LONG, JOSEPH",,,0
778,"LOOBY, HEATHER",INVESTIGATOR 2 IPRA,113,0
779,"LOONEY, JOHN",SERGEANT OF POLICE,022,0
780,"LOPEZ JR, BAUDILIO",SERGEANT OF POLICE,018,0
781,"LOPEZ, JOSE",,,0
782,"LOPEZ, LUIS",,,0
783,"LOPEZ, SAMUEL",SERGEANT OF POLICE,002,0
784,"LOPEZ, SILVIA",SERGEANT OF POLICE,010,0
785,"LORENZ, JOHN",SERGEANT OF POLICE,022,0
786,"LORENZ, RICHARD",,,0
787,"LOSIK, RICHARD",SERGEANT OF POLICE,025,0
788,"LOSIK, THOMAS",SERGEANT OF POLICE,015,0
789,"LOTT, CORNELIA",,,0
790,"LOUGHRAN, KATHLEEN",SERGEANT OF POLICE,376,0
791,"LOUGHRAN, SEAN",CAPTAIN OF POLICE,003,0
792,"LOVE, DAWN",SERGEANT OF POLICE,005,0
793,"LUCID, JOHN",,,0
794,"LUCKI, JOHN",,,0
795,"LUKAS, JAMES",INVESTIGATOR 3 IPRA,113,0
796,"LYMPERIS, NICK",SERGEANT OF POLICE,213,0
797,"LYNCH, LAWRENCE",SERGEANT OF POLICE,005,1
798,"LYONS, KRISTI",INVESTIGATOR 3 IPRA,113,1
799,"MACIEJEWSKI JR, JOHN",,,0
800,"MACIEJEWSKI, JOHN",,,0
801,"MACK, PAUL",,,0
802,"MADSEN, ERIK",,,0
803,"MAGLARAS, SPIRO",,,0
804,"MAGNO, MICHAEL",,,0
805,"MAGNUS, SHEILA",,,0
806,"MAGRUDER, JOHN",,,1
807,"MAHAFFEY JR, LOUIS",SERGEANT OF POLICE,020,1
808,"MAHER, PATRICIA",,,0
809,"MAHER, RICHARD",,,2
810,"MAIDA, CHARLES",,,0
811,"MAJERCZYK, GERARD",SERGEANT OF POLICE,010,0
812,"MALCZYNSKI, RONALD",SERGEANT OF POLICE,024,0
813,"MALINOWSKI, MICHAEL",SERGEANT OF POLICE,005,0
814,"MALLOY, MATTHEW",SERGEANT OF POLICE,008,0
815,"MAMMOSER, CHARLES",,,0
816,"MANCHA, RICARDO",,,0
817,"MANIATES, CHRIS",,,0
818,"MANNING, RYAN",,,0
819,"MANNION, SHEAMUS",,,0
820,"MANTO, SAMUEL",,,0
821,"MAPLES, KRISTIN",,,0
822,"MAPPA, JEFF",,,0
823,"MARAFFINO, JOSEPH",,,2
824,"MARCELLINO, FRED",SERGEANT OF POLICE,024,0
825,"MARGOLIS, TAMARA",,,0
826,"MARIETTA-JEZIOR, ANGELA",,,0
827,"MARK, JOSEPH",,,0
828,"MARRELLA, RUSSELL",SERGEANT OF POLICE,008,0
829,"MARSHALL, ELMER",,,0
830,"MARTIN, CLIFFORD",,,0
831,"MARTIN, DALE",,,0
832,"MARTIN, JULIE",,,0
833,"MARTIN, MARIA",,,4
834,"MARTIN, MARY",,,0
835,"MARTIN, MICHAEL",,,0
836,"MARTIN, STEVEN",SERGEANT OF POLICE,008,0
837,"MARTINEZ JR, RUBEN",,,0
838,"MARTINEZ, BENNY",,,0
839,"MARTINEZ, LINDA",,,0
840,"MARTINEZ, RAFAEL",,,0
841,"MARZULLO, DAVID",SUPERVISING INV IPRA,113,0
842,"MASTERS, STEVEN",,,0
843,"MATA, RICARDO",SERGEANT OF POLICE,121,0
844,"MATIJEVICH, MICHAEL",SERGEANT OF POLICE,019,0
845,"MATTHEWS, ROMAN",,,0
846,"MATUCH, THOMAS",,,0
847,"MAXSON, MARK",,,0
848,"MAZUR, SANDY",,,0
849,"MC CALL, DANIEL",SERGEANT OF POLICE,011,1
850,"MC CARTHY, JAMES",,,0
851,"MC CARTNEY, MICHELLE",,,0
852,"MC CLELLAND III, WILLIAM",,,0
853,"MC CLENDON, EMMETT",SERGEANT OF POLICE,006,0
854,"MC DERMOTT, BRIAN",,,1
855,"MC DERMOTT, MARK",,,0
856,"MC DERMOTT, SARAH",,,0
857,"MC DERMOTT, THOMAS",SERGEANT OF POLICE,022,0
858,"MC DONALD, DANIEL",SERGEANT OF POLICE,018,0
859,"MC DONALD, KEVIN",SERGEANT OF POLICE,005,0
860,"MC DONALD, ROBERT",SERGEANT OF POLICE,018,1
861,"MC DONALD, SUSAN",,,0
862,"MC ELRATH, DENOGYA",,,1
863,"MC FARLANE, RICHARD",LIEUTENANT OF POLICE,008,0
864,"MC GAVOCK, SHAWN",,,0
865,"MC GLYNN, PETER",,,0
866,"MC GOVERN, JAMES",,,0
867,"MC GOWAN, MARK",,,0
868,"MC GUIRE, TERRENCE",,,0
869,"MC HUGH, SHANE",SERGEANT OF POLICE,025,1
870,"MC INERNEY, RAYMOND",,,0
871,"MC INERNEY, WILLIAM",,,0
872,"MC KEE, LUKE",,,0
873,"MC KEITHEN, GRADY",,,0
874,"MC KENZIE, PATRICK",,,0
875,"MC KINNEY, ELAINE",LIEUTENANT OF POLICE,005,0
876,"MC LAIN, SCOTT",LIEUTENANT OF POLICE,002,0
877,"MC LAUGHLIN, MICHAEL",,,0
878,"MC LAURIN, CAROL",,,0
879,"MC LOUGHLIN, NEAL",,,0
880,"MC MAHON, TERRENCE",LIEUTENANT OF POLICE,004,0
881,"MC MURRAY JR, GEORGE",,,0
882,"MC MURRAY, JOHN",,,0
883,"MC NAMARA, MARK",,,0
884,"MC NICHOLAS, THOMAS",LIEUTENANT OF POLICE,022,0
885,"MC NICHOLS, HENRY",,,0
886,"MCCAULEY, MEGHANN",SERGEANT OF POLICE,024,0
887,"MCHUGH, CHRISTOPH",,,0
888,"MEADOR, WILLIAM",,,0
889,"MEDINA, ANITA",,,0
890,"MEDINA, VICTOR",SERGEANT OF POLICE,012,0
891,"MEDRANO, PATRICK",,,1
892,"MELANIS, GEORGE",,,0
893,"MELEAN, FREDERICK",,,0
894,"MENDEZ, JOSE",SERGEANT OF POLICE,018,0
895,"MENDOZA, DAVID",,,0
896,"MENDOZA, JOAQUIN",,,0
897,"MERCADO, ORLANDO",,,0
898,"MESCALL, KENNETH",,,0
899,"MESSENGER, VERONICA",INVESTIGATOR 3 IPRA,113,0
900,"METHIPARA, TOMI",SERGEANT OF POLICE,017,0
901,"MICELI, MARY",,,0
902,"MIHAJLOV, ROBERT",,,0
903,"MILLS, THOMAS",,,0
904,"MILMINE, KEITH",,,0
905,"MIRANDA, MICHAEL",SERGEANT OF POLICE,012,0
906,"MISHLER, ELIZABETH",SERGEANT OF POLICE,003,0
907,"MITCHELL, THOMAS",SERGEANT OF POLICE,630,0
908,"MITROS, GREGORY",,,0
909,"MOJICA JR, MATEO",SERGEANT OF POLICE,025,0
910,"MOLINA, JOSEPH",,,0
911,"MOLLOY, DEBORAH",,,0
912,"MONACO, ANGELO",SERGEANT OF POLICE,189,0
913,"MONTGOMERY, PHYORE",,,0
914,"MOORE, CHANTELL",SERGEANT OF POLICE,022,0
915,"MOORE, MARC",,,0
916,"MOORE, TIMOTHY",SERGEANT OF POLICE,121,2
917,"MOORE-POWELL, CENTERIA",,,0
918,"MORADO, JUAN",,,0
919,"MORAGNE, TIMOTHY",POLICE OFFICER,121,2
920,"MORALES, VINCENT",,,0
921,"MORAVEC, RICHARD",SERGEANT OF POLICE,008,0
922,"MORENO, RAUL",SERGEANT OF POLICE,017,0
923,"MORETH, MICHAEL",SERGEANT OF POLICE,024,0
924,"MORIARTY, KEVIN",SERGEANT OF POLICE,020,0
925,"MORIARTY, TIMOTHY",,,0
926,"MORLEY, CHANTALL",INVESTIGATOR 2 IPRA,113,2
927,"MORSE, CARLIN",,,1
928,"MOSELEY, JOSEPH",,,0
929,"MOSQUERA, JOHN",,,1
930,"MOSQUERA, MARINA",,,0
931,"MOSS, SUSAN",,,0
932,"MOSTEK, CARLOS",,,0
933,"MOTZNY, THOMAS",,,0
934,"MOYER, CHRISTOPH",,,0
935,"MUHAMMAD, KHALIL",,,0
936,"MUHAMMAD, RAHMAN",,,0
937,"MULLANE, WILLIAM",,,0
938,"MULLEN, ATHENA",,,0
939,"MULLENIX, CURTIS",,,0
940,"MULLINGS, ZOILA",POLICE AGENT,121,5
941,"MULLINS, JAMES",,,0
942,"MULLINS, TERRENCE",,,0
943,"MUNIZ, SAMUEL",,,0
944,"MURPHY, CULLEN",SERGEANT OF POLICE,018,0
945,"MURPHY, GERARD",,,0
946,"MURPHY, JOHN",,,0
947,"MURPHY, MARTIN",,,0
948,"MURPHY, MICHAEL",LIEUTENANT OF POLICE,007,10
949,"MURZYN, MICHAEL",LIEUTENANT OF POLICE,003,0
950,"MUSCOLINO, ROBERT",SERGEANT OF POLICE,121,1
951,"MUSZYNSKY, MICHAEL",,,0
952,"MUTH, KEVIN",,,0
953,"MUZUPAPPA, PHYLLIS",,,0
954,"MYERS, ROBERT",,,0
955,"NAGODE, ALFRED",,,0
956,"NALEWAY, DAVID",,,0
957,"NALLEN, MICHAEL",SERGEANT OF POLICE,606,0
958,"NATELSON, DAVID",,,0
959,"NAVARRO, KEVIN",,,0
960,"NEAL JR, WILBERT",INVESTIGATOR 3 IPRA,113,6
961,"NEARY, KEVIN",,,0
962,"NECKERMANN, MICHAEL",,,0
963,"NEGRETE JR, JERRY",SERGEANT OF POLICE,010,0
964,"NEJA, WILLIAM",SERGEANT OF POLICE,019,0
965,"NELLI, PATRICIA",SERGEANT OF POLICE,017,0
966,"NEMCOVIC, JOSEPH",SERGEANT OF POLICE,001,0
967,"NEMES, KEVIN",,,0
968,"NERIS, LOURDES",SERGEANT OF POLICE,011,0
969,"NEUBECK, DANIEL",INVESTIGATOR 2 IPRA,113,3
970,"NEWELL, DERNARD",,,0
971,"NICOL, EDWARD",SERGEANT OF POLICE,022,2
972,"NIEVES, LUZ",,,0
973,"NIGRO, PERRY",,,0
974,"NIGRO, RICK",SERGEANT OF POLICE,017,0
975,"NONCZ, GREGORY",,,0
976,"NORWOOD, PAULETTE",,,0
977,"NOTTOLI, MARK",,,0
978,"NOVALEZ, ANGEL",,,0
979,"NOWACKI, MICHAEL",,,0
980,"NOWAKOWSKI, JOHN",,,0
981,"NUFIO, OSCAR",INVESTIGATOR I IPRA,113,1
982,"O BRIEN, DENNIS",,,0
983,"O CALLAGHAN, JOHN",,,0
984,"O CARROLL, RANDI",,,0
985,"O CONNOR, BRIAN",SERGEANT OF POLICE,022,0
986,"O CONNOR, DANIEL",SERGEANT OF POLICE,121,1
987,"O CONNOR, MARK",SERGEANT OF POLICE,121,3
988,"O CONNOR, PATRICIA",,,0
989,"O CONNOR, THOMAS",,,0
990,"O DONNELL, DANIEL",,,0
991,"O DONNELL, JAMES",COMMANDER,008,0
992,"O DONNELL, JOHNNY",,,0
993,"O DONNELL, ROBERT",SERGEANT OF POLICE,014,1
994,"O DONNELL, WESLENE",SERGEANT OF POLICE,011,0
995,"O GRADY, JAMES",,,0
996,"O KELLY, PATRICK",,,0
997,"O LEARY, BRIAN",,,0
998,"O MALLEY, MICHAEL",SERGEANT OF POLICE,004,0
999,"O MALLEY, PATRICK",,,0
1000,"O REILLY, EDWARD",,,0
1001,"O REILLY, WILLIAM",,,0
1002,"O SHEA, DANIEL",CAPTAIN OF POLICE,189,0
1003,"O SHEA, LORIE",,,0
1004,"O SULLIVAN, SEAN",SERGEANT OF POLICE,010,0
1005,"O TOOLE, DANIEL",SERGEANT OF POLICE,007,0
1006,"OAKES, KEVIN",,,0
1007,"OBERG, SCOTT",,,0
1008,"OCONNOR, DANIEL",SERGEANT OF POLICE,004,1
1009,"ODUM, THERESA",,,0
1010,"OGLIORE, MIA",SERGEANT OF POLICE,630,0
1011,"OGLIORE, MICHAEL",,,0
1012,"OHLSON, GARY",,,0
1013,"OKEEFE, DENIS",SERGEANT OF POLICE,006,0
1014,"OKONSKI, RAYMOND",,,2
1015,"OLIJNYK, BOHDAN",,,0
1016,"OLIVERI, CATERINA",INVESTIGATOR 2 IPRA,113,0
1017,"OLSEN, NICK",SERGEANT OF POLICE,006,0
1018,"OLSON, ERIC",LIEUTENANT OF POLICE,007,0
1019,"OLSON, KEITH",,,0
1020,"OLSZEWSKI, MARK",,,0
1021,"OLVERA, MARIA",SUPERVISING INV IPRA,113,3
1022,"OMURO, DAVID",,,0
1023,"ORLANDO, NICHOLAS",SERGEANT OF POLICE,018,0
1024,"ORLANDO, PHILLIP",,,0
1025,"ORSENO, BRIAN",,,0
1026,"ORTEGA, ELVIS",SERGEANT OF POLICE,010,0
1027,"ORTIZ, DORALICIA",SERGEANT OF POLICE,010,0
1028,"ORTIZ, JOSE",,,0
1029,"ORTIZ, JUAN",SERGEANT OF POLICE,009,0
1030,"OSEGUERA, ALBERT",,,0
1031,"O'SULLIVAN, BARBARA",,,0
1032,"OTTEN, MARVIN",,,0
1033,"OWEN JR, GEORGE",SERGEANT OF POLICE,003,2
1034,"OWEN, GEORGE",,,0
1035,"OWEN, JOHN",,,0
1036,"OWSIANIAK, DEANNE",,,1
1037,"OZNOFF, ROBERT",,,0
1038,"OZOG, JOSEPH",,,0
1039,"PADILLA, ELISE",SERGEANT OF POLICE,004,0
1040,"PALCZYNSKI, RAYMOND",,,0
1041,"PALUCH, CHRISTOPH",,,0
1042,"PALUCH, PHILIP",SERGEANT OF POLICE,022,0
1043,"PANEK, NORBERT",,,1
1044,"PANEPINTO, LEO",,,0
1045,"PANG, KENNETH",SERGEANT OF POLICE,017,0
1046,"PANOSH, EDWARD",,,0
1047,"PAPAIOANNOU, CHRIS",,,0
1048,"PARHAM, ANDRE",,,0
1049,"PARIZANSKI, JASON",SERGEANT OF POLICE,007,0
1050,"PARK, DAVID",,,0
1051,"PARK, KATHIE",,,0
1052,"PARKER, MICHAEL",SERGEANT OF POLICE,121,9
1053,"PARKS, CEDRICK",,,2
1054,"PARTYKA, TYLER",,,0
1055,"PASCO, LAWRENCE",SERGEANT OF POLICE,701,0
1056,"PASQUINELLI, CHARLES",,,0
1057,"PATRICK, ANTHONY",,,1
1058,"PAWLAK, GEORGE",,,0
1059,"PAZ JR, FRANKLIN",SERGEANT OF POLICE,003,0
1060,"PEABODY, ROBERT",,,0
1061,"PEALS, REGINALD",,,0
1062,"PECORARO, DAWN",,,0
1063,"PELLEGRINI, JOHN",,,0
1064,"PELLONARI, RONALD",,,0
1065,"PENA, TAMMIE",,,0
1066,"PENDARVIS, TYRONE",,,0
1067,"PENNIX, SIDNEY",,,0
1068,"PERAINO, JEFFREY",,,0
1069,"PEREZ, ADRIAN",SERGEANT OF POLICE,015,0
1070,"PEREZ, ALBERT",,,0
1071,"PEREZ, ANGEL",SERGEANT OF POLICE,003,0
1072,"PEREZ, EDDIE",,,0
1073,"PEREZ, NELSON",,,0
1074,"PERILLI, JOSEPH",,,0
1075,"PERKOVICH, PATRICIA",,,0
1076,"PET, ROBERT",,,0
1077,"PETRAITIS, STANLEY",,,0
1078,"PETRENKO, JOSEPH",LIEUTENANT OF POLICE,012,0
1079,"PETRO, KATHLEEN",,,1
1080,"PETROWSKI, STEVEN",SERGEANT OF POLICE,121,0
1081,"PETTIS, CHRISTOPH",SERGEANT OF POLICE,121,1
1082,"PICKETT, SHAWN",SERGEANT OF POLICE,005,0
1083,"PIECHOCKI, JOHN",SERGEANT OF POLICE,004,0
1084,"PIENTA, GEOFF",,,0
1085,"PIERCE, RAYMOND",,,0
1086,"PIERCE, THOMAS",,,0
1087,"PIERRI, FRANK",,,0
1088,"PIETRZAK, STEPHEN",,,0
1089,"PIKOWSKI, RANDY",,,0
1090,"PIONKE, JOSEPH",,,2
1091,"PLANEY, JEFFERY",,,7
1092,"PLATT, MARY",,,0
1093,"PLOTKE JR, RICHARD",,,0
1094,"PLOVANICH, MICHAEL",SERGEANT OF POLICE,018,0
1095,"POCIASK, DENNIS",SERGEANT OF POLICE,005,0
1096,"POLAND, JOSEPH",,,0
1097,"POLICK JR, THOMAS",SERGEANT OF POLICE,018,0
1098,"POPP, KAREN",,,0
1099,"POPPISH, MICHAEL",,,0
1100,"POREBSKI, JOSEPH",,,0
1101,"POREMBA, JAMES",,,3
1102,"POWELL, ROGER",,,0
1103,"PRAH JR, JAMES",,,0
1104,"PRASAD, LORETTA",,,0
1105,"PRICE, MATTHEW",,,1
1106,"PRIETO JR, DENNIS",,,0
1107,"PRINTZ, DANIEL",,,0
1108,"PRUGAR, JAMES",,,0
1109,"PTASZKOWSKI, TODD",,,0
1110,"PULIDO, JOSEPH",,,0
1111,"PUTROW, JOSEPH",SERGEANT OF POLICE,007,0
1112,"QUARTERMAN, EVELYNNA",SERGEANT OF POLICE,002,0
1113,"QUERFURTH, PATRICK",SUPERVISING INV IPRA,113,0
1114,"QUINN, PATRICK",,,0
1115,"QUINN, TIMOTHY",,,0
1116,"RACZKA, KENNETH",SERGEANT OF POLICE,020,1
1117,"RADDATZ, JANE",,,0
1118,"RAFFAE, JAMES",SERGEANT OF POLICE,015,0
1119,"RAFFERTY, MICHAEL",,,0
1120,"RAJKOVICH, SERGIO",SERGEANT OF POLICE,610,0
1121,"RAMAGLIA, FRANK",,,0
1122,"RAMIREZ JR, RUBEN",,,0
1123,"RAMIREZ, EDWARD",SERGEANT OF POLICE,004,0
1124,"RAMIREZ, ELIZABETH",,,1
1125,"RAMIREZ, JOSE",,,0
1126,"RAMIREZ, MISAEL",,,0
1127,"RAMIREZ, RAY",,,0
1128,"RAMIREZ, RUBEN",POLICE OFFICER,012,0
1129,"RAMOS, RAPHAEL",,,0
1130,"RANZZONI, EDWARD",,,0
1131,"RASHAN, ERICH",,,1
1132,"RAYL, MURPHY",,,0
1133,"RECKARD, JONATHAN",,,0
1134,"REDMOND, WILL",,,0
1135,"REDRICK, BRAD",SERGEANT OF POLICE,712,0
1136,"REGNIER, STEVEN",,,0
1137,"REIDY, BRIAN",POLICE OFFICER,121,0
1138,"REILLY, DAWN",,,4
1139,"REINA, SALVATORE",SERGEANT OF POLICE,213,0
1140,"RELLINGER, SHAWN",,,0
1141,"REMEGI, DENISE",POLICE OFFICER,121,0
1142,"REMIASZ, MEAGAN",SERGEANT OF POLICE,008,0
1143,"REPPEN, KEVIN",LIEUTENANT OF POLICE,018,0
1144,"REYES, FELIPE",,,0
1145,"REYES, JOSE",,,0
1146,"REYKJALIN, TODD",SERGEANT OF POLICE,011,0
1147,"REYNOLDS, GREGORY",SERGEANT OF POLICE,145,0
1148,"REYNOLDS, KEITH",,,0
1149,"REYNOLDS, KYMBERLY",INVESTIGATOR 2 IPRA,113,0
1150,"RICE, SEAN",SERGEANT OF POLICE,121,2
1151,"RICHARDS, EDWARD",,,0
